UKPRN,Provider Name,Learner Category,Completions 13/14 BL,Sustained Positive Destination Rate 13/14 BL,Quintile 13/14 BL,Completions 13/14 All,Sustained Positive Destination Rate 13/14 All,Quintile 13/14 All,Completions 14/15 BL,Sustained Positive Destination Rate 14/15 BL,Quintile 14/15 BL,Completions 14/15 All,Sustained Positive Destination Rate 14/15 All,Quintile 14/15 All,Completions 15/16 BL,Sustained Positive Destination Rate 15/16 BL,Quintile 15/16 BL,Completions 15/16 All,Sustained Positive Destination Rate 15/16 All,Quintile 15/16 All
10042505,SOMERSET SKILLS & LEARNING CIC,"Advanced and Higher Apprenticeships: Business, Administration and Law",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,100,top quintile
10042505,SOMERSET SKILLS & LEARNING CIC,"Advanced and Higher Apprenticeships: Health, Public Services and Care",.,.,.,.,.,.,.,.,.,.,.,.,x,x,x,30,96,top quintile
10042505,SOMERSET SKILLS & LEARNING CIC,"Full Level 3+: Health, Public Services and Care",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,81,second quintile
10042505,SOMERSET SKILLS & LEARNING CIC,"Intermediate Apprenticeships: Business, Administration and Law",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,100,top quintile
10042505,SOMERSET SKILLS & LEARNING CIC,Intermediate Apprenticeships: Education and Training,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,93,third quintile
10042505,SOMERSET SKILLS & LEARNING CIC,"Intermediate Apprenticeships: Health, Public Services and Care",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,93,fourth quintile
10042505,SOMERSET SKILLS & LEARNING CIC,"Full Level 2: Business, Administration and Law",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,73,bottom quintile
10042505,SOMERSET SKILLS & LEARNING CIC,Full Level 2: Education and Training,.,.,.,.,.,.,.,.,.,.,.,.,x,x,x,10,92,top quintile
10042505,SOMERSET SKILLS & LEARNING CIC,"Full Level 2: Health, Public Services and Care",.,.,.,.,.,.,.,.,.,.,.,.,x,x,x,20,70,bottom quintile
10042505,SOMERSET SKILLS & LEARNING CIC,Full Level 2: Information and Communication Technology,.,.,.,.,.,.,.,.,.,.,.,.,x,x,x,10,75,third quintile
10042505,SOMERSET SKILLS & LEARNING CIC,"Full Level 2: Languages, Literature and Culture",.,.,.,.,.,.,.,.,.,.,.,.,x,x,x,30,77,bottom quintile
10042505,SOMERSET SKILLS & LEARNING CIC,Full Level 2: Preparation for Life and Work,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,100,top quintile
10042505,SOMERSET SKILLS & LEARNING CIC,Full Level 2: Science and Mathematics,.,.,.,.,.,.,.,.,.,.,.,.,x,x,x,50,90,fourth quintile
10042505,SOMERSET SKILLS & LEARNING CIC,Traineeships,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,78,fourth quintile
10042505,SOMERSET SKILLS & LEARNING CIC,English & Maths,.,.,.,.,.,.,.,.,.,.,.,.,x,x,x,70,87,top quintile
10042505,SOMERSET SKILLS & LEARNING CIC,Other provision below Full Level 2,.,.,.,.,.,.,.,.,.,.,.,.,40,53,third quintile,20,57,bottom quintile
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,LLDD learner,310,51,fourth quintile,1030,59,second quintile,190,52,top quintile,830,64,third quintile,160,56,top quintile,740,69,third quintile
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,"Advanced and Higher Apprenticeships: Business, Administration and Law",.,.,.,10,91,bottom quintile,x,x,x,30,88,bottom quintile,x,x,x,10,92,second quintile
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,"Advanced and Higher Apprenticeships: Construction, Planning and the Built Environment",.,.,.,x,x,x,x,x,x,10,100,top quintile,.,.,.,20,90,top quintile
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,Advanced and Higher Apprenticeships: Engineering and Manufacturing Technologies,.,.,.,x,x,x,.,.,.,20,79,bottom quintile,.,.,.,x,x,x
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,"Full Level 3+: Arts, Media and Publishing",30,60,second quintile,60,64,bottom quintile,20,63,second quintile,70,67,bottom quintile,x,x,x,50,64,bottom quintile
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,"Full Level 3+: Business, Administration and Law",20,65,second quintile,90,69,bottom quintile,x,x,x,60,69,bottom quintile,x,x,x,80,83,third quintile
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,"Full Level 3+: Construction, Planning and the Built Environment",50,66,second quintile,150,77,second quintile,30,69,third quintile,100,77,second quintile,20,57,second quintile,80,77,third quintile
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,Full Level 3+: Education and Training,x,x,x,30,90,second quintile,x,x,x,20,71,bottom quintile,x,x,x,30,69,bottom quintile
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,Full Level 3+: Engineering and Manufacturing Technologies,x,x,x,30,53,bottom quintile,10,42,bottom quintile,30,77,second quintile,x,x,x,40,76,second quintile
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,"Full Level 3+: Health, Public Services and Care",60,68,third quintile,220,73,bottom quintile,20,72,fourth quintile,120,66,bottom quintile,x,x,x,80,66,bottom quintile
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,Full Level 3+: Information and Communication Technology,x,x,x,50,65,bottom quintile,10,70,third quintile,50,65,bottom quintile,x,x,x,40,80,third quintile
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,"Full Level 3+: Leisure, Travel and Tourism",10,69,third quintile,40,69,bottom quintile,10,38,bottom quintile,40,70,bottom quintile,x,x,x,40,72,second quintile
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,Full Level 3+: Retail and Commercial Enterprise,20,52,bottom quintile,70,62,bottom quintile,30,62,second quintile,90,66,second quintile,20,69,fourth quintile,90,68,second quintile
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,Full Level 3+: Science and Mathematics,x,x,x,20,85,second quintile,x,x,x,30,96,top quintile,x,x,x,30,63,bottom quintile
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,Access to HE,20,95,top quintile,50,91,third quintile,x,x,x,40,82,bottom quintile,10,93,top quintile,40,86,bottom quintile
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,Other Level 3,x,x,x,x,x,x,.,.,.,.,.,.,x,x,x,30,50,bottom quintile
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,"Intermediate Apprenticeships: Business, Administration and Law",.,.,.,60,95,top quintile,x,x,x,50,94,fourth quintile,x,x,x,50,90,second quintile
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,"Intermediate Apprenticeships: Construction, Planning and the Built Environment",x,x,x,20,87,second quintile,.,.,.,40,83,bottom quintile,.,.,.,30,79,second quintile
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,Intermediate Apprenticeships: Education and Training,.,.,.,x,x,x,.,.,.,10,100,fourth quintile,.,.,.,x,x,x
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,Intermediate Apprenticeships: Engineering and Manufacturing Technologies,.,.,.,20,100,top quintile,.,.,.,40,88,bottom quintile,x,x,x,30,90,second quintile
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,"Intermediate Apprenticeships: Health, Public Services and Care",x,x,x,x,x,x,x,x,x,10,100,top quintile,x,x,x,x,x,x
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,Intermediate Apprenticeships: Retail and Commercial Enterprise,.,.,.,10,71,bottom quintile,x,x,x,40,94,fourth quintile,.,.,.,10,70,bottom quintile
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,"Full Level 2: Arts, Media and Publishing",20,68,top quintile,40,68,bottom quintile,20,63,third quintile,30,66,bottom quintile,x,x,x,20,56,bottom quintile
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,"Full Level 2: Business, Administration and Law",20,65,fourth quintile,160,88,third quintile,10,77,top quintile,130,93,top quintile,10,91,top quintile,720,94,top quintile
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,"Full Level 2: Construction, Planning and the Built Environment",90,77,top quintile,300,56,bottom quintile,50,63,fourth quintile,310,54,bottom quintile,70,51,bottom quintile,140,84,top quintile
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,Full Level 2: Education and Training,x,x,x,30,79,second quintile,x,x,x,20,81,second quintile,x,x,x,20,65,bottom quintile
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,Full Level 2: Engineering and Manufacturing Technologies,20,83,top quintile,60,80,second quintile,10,82,top quintile,40,79,second quintile,10,80,top quintile,50,78,second quintile
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,"Full Level 2: Health, Public Services and Care",40,63,third quintile,160,68,bottom quintile,20,86,top quintile,130,64,bottom quintile,40,68,fourth quintile,130,65,bottom quintile
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,Full Level 2: Information and Communication Technology,30,71,top quintile,50,62,bottom quintile,20,69,top quintile,30,72,second quintile,x,x,x,40,68,second quintile
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,"Full Level 2: Languages, Literature and Culture",x,x,x,x,x,x,x,x,x,10,92,top quintile,x,x,x,10,100,top quintile
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,"Full Level 2: Leisure, Travel and Tourism",20,59,second quintile,30,79,bottom quintile,x,x,x,10,90,fourth quintile,x,x,x,20,81,bottom quintile
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,Full Level 2: Retail and Commercial Enterprise,160,60,fourth quintile,190,78,third quintile,70,65,top quintile,200,76,third quintile,40,57,fourth quintile,160,65,bottom quintile
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,Full Level 2: Science and Mathematics,10,70,bottom quintile,20,68,bottom quintile,x,x,x,30,82,bottom quintile,x,x,x,30,84,second quintile
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,English & Maths,510,62,top quintile,800,73,second quintile,470,63,top quintile,1080,68,bottom quintile,220,67,top quintile,820,71,second quintile
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,English for Speakers of Other Languages (ESOL),1100,60,fourth quintile,1510,68,third quintile,960,56,fourth quintile,1540,67,third quintile,750,51,second quintile,680,67,fourth quintile
10005967,SOUTH & CITY COLLEGE BIRMINGHAM,Other provision below Full Level 2,530,52,fourth quintile,2090,77,third quintile,220,55,fourth quintile,2100,80,third quintile,410,61,top quintile,2320,78,third quintile
10005972,SOUTH CHESHIRE COLLEGE,LLDD learner,50,48,fourth quintile,160,74,fourth quintile,20,53,top quintile,130,80,top quintile,30,40,second quintile,160,69,third quintile
10005972,SOUTH CHESHIRE COLLEGE,"Advanced and Higher Apprenticeships: Business, Administration and Law",.,.,.,10,100,top quintile,.,.,.,x,x,x,.,.,.,20,94,third quintile
10005972,SOUTH CHESHIRE COLLEGE,"Advanced and Higher Apprenticeships: Construction, Planning and the Built Environment",.,.,.,x,x,x,.,.,.,.,.,.,.,.,.,10,92,top quintile
10005972,SOUTH CHESHIRE COLLEGE,Advanced and Higher Apprenticeships: Engineering and Manufacturing Technologies,x,x,x,20,82,bottom quintile,.,.,.,10,69,bottom quintile,.,.,.,10,100,top quintile
10005972,SOUTH CHESHIRE COLLEGE,Advanced and Higher Apprenticeships: Information and Communication Technology,.,.,.,10,100,top quintile,.,.,.,.,.,.,.,.,.,.,.,.
10005972,SOUTH CHESHIRE COLLEGE,"Full Level 3+: Arts, Media and Publishing",.,.,.,20,100,top quintile,.,.,.,x,x,x,x,x,x,x,x,x
10005972,SOUTH CHESHIRE COLLEGE,"Full Level 3+: Business, Administration and Law",x,x,x,x,x,x,.,.,.,10,85,bottom quintile,.,.,.,10,100,top quintile
10005972,SOUTH CHESHIRE COLLEGE,"Full Level 3+: Health, Public Services and Care",x,x,x,20,95,top quintile,.,.,.,10,92,fourth quintile,.,.,.,x,x,x
10005972,SOUTH CHESHIRE COLLEGE,Full Level 3+: Retail and Commercial Enterprise,x,x,x,30,83,top quintile,x,x,x,20,69,second quintile,x,x,x,10,90,top quintile
10005972,SOUTH CHESHIRE COLLEGE,Access to HE,x,x,x,90,90,third quintile,x,x,x,80,96,top quintile,.,.,.,60,93,fourth quintile
10005972,SOUTH CHESHIRE COLLEGE,Other Level 3,.,.,.,30,88,second quintile,.,.,.,x,x,x,.,.,.,.,.,.
10005972,SOUTH CHESHIRE COLLEGE,"Intermediate Apprenticeships: Business, Administration and Law",.,.,.,x,x,x,x,x,x,10,92,third quintile,.,.,.,20,82,bottom quintile
10005972,SOUTH CHESHIRE COLLEGE,Intermediate Apprenticeships: Engineering and Manufacturing Technologies,.,.,.,x,x,x,.,.,.,x,x,x,.,.,.,10,91,second quintile
10005972,SOUTH CHESHIRE COLLEGE,Intermediate Apprenticeships: Retail and Commercial Enterprise,.,.,.,x,x,x,.,.,.,x,x,x,.,.,.,10,92,top quintile
10005972,SOUTH CHESHIRE COLLEGE,"Full Level 2: Business, Administration and Law",x,x,x,20,84,second quintile,20,47,bottom quintile,20,39,bottom quintile,.,.,.,x,x,x
10005972,SOUTH CHESHIRE COLLEGE,"Full Level 2: Construction, Planning and the Built Environment",x,x,x,20,94,top quintile,x,x,x,x,x,x,x,x,x,x,x,x
10005972,SOUTH CHESHIRE COLLEGE,Full Level 2: Engineering and Manufacturing Technologies,20,71,top quintile,70,64,bottom quintile,x,x,x,40,78,second quintile,x,x,x,30,88,fourth quintile
10005972,SOUTH CHESHIRE COLLEGE,Full Level 2: Information and Communication Technology,20,59,bottom quintile,20,95,top quintile,x,x,x,.,.,.,x,x,x,10,75,third quintile
10005972,SOUTH CHESHIRE COLLEGE,"Full Level 2: Languages, Literature and Culture",.,.,.,40,94,top quintile,x,x,x,30,81,second quintile,.,.,.,30,88,fourth quintile
10005972,SOUTH CHESHIRE COLLEGE,Full Level 2: Preparation for Life and Work,.,.,.,.,.,.,.,.,.,40,80,bottom quintile,.,.,.,.,.,.
10005972,SOUTH CHESHIRE COLLEGE,Full Level 2: Retail and Commercial Enterprise,x,x,x,60,85,fourth quintile,x,x,x,30,70,second quintile,x,x,x,40,80,fourth quintile
10005972,SOUTH CHESHIRE COLLEGE,Full Level 2: Science and Mathematics,x,x,x,70,89,third quintile,x,x,x,60,89,third quintile,x,x,x,50,90,fourth quintile
10005972,SOUTH CHESHIRE COLLEGE,Traineeships,.,.,.,.,.,.,.,.,.,x,x,x,.,.,.,10,64,third quintile
10005972,SOUTH CHESHIRE COLLEGE,English & Maths,40,68,top quintile,590,80,fourth quintile,x,x,x,380,78,third quintile,10,60,fourth quintile,10,67,bottom quintile
10005972,SOUTH CHESHIRE COLLEGE,English for Speakers of Other Languages (ESOL),x,x,x,40,68,third quintile,x,x,x,40,79,top quintile,x,x,x,40,64,third quintile
10005972,SOUTH CHESHIRE COLLEGE,Other provision below Full Level 2,60,53,fourth quintile,320,88,top quintile,20,56,fourth quintile,370,94,top quintile,70,53,third quintile,280,80,fourth quintile
10005977,SOUTH DEVON COLLEGE,LLDD learner,80,61,top quintile,500,73,fourth quintile,30,53,top quintile,290,67,third quintile,50,41,second quintile,280,68,third quintile
10005977,SOUTH DEVON COLLEGE,"Advanced and Higher Apprenticeships: Business, Administration and Law",.,.,.,60,96,top quintile,.,.,.,40,97,top quintile,.,.,.,40,100,top quintile
10005977,SOUTH DEVON COLLEGE,"Advanced and Higher Apprenticeships: Construction, Planning and the Built Environment",.,.,.,10,90,second quintile,.,.,.,x,x,x,.,.,.,x,x,x
10005977,SOUTH DEVON COLLEGE,Advanced and Higher Apprenticeships: Engineering and Manufacturing Technologies,x,x,x,50,94,fourth quintile,x,x,x,50,91,second quintile,.,.,.,50,93,fourth quintile
10005977,SOUTH DEVON COLLEGE,"Advanced and Higher Apprenticeships: Health, Public Services and Care",.,.,.,20,94,fourth quintile,.,.,.,30,83,bottom quintile,.,.,.,20,88,bottom quintile
10005977,SOUTH DEVON COLLEGE,Advanced and Higher Apprenticeships: Information and Communication Technology,.,.,.,x,x,x,.,.,.,.,.,.,x,x,x,20,94,top quintile
10005977,SOUTH DEVON COLLEGE,"Advanced and Higher Apprenticeships: Leisure, Travel and Tourism",.,.,.,x,x,x,x,x,x,20,93,top quintile,.,.,.,20,100,top quintile
10005977,SOUTH DEVON COLLEGE,Advanced and Higher Apprenticeships: Retail and Commercial Enterprise,.,.,.,30,97,top quintile,x,x,x,20,87,second quintile,.,.,.,20,83,bottom quintile
10005977,SOUTH DEVON COLLEGE,"Full Level 3+: Agriculture, Horticulture and Animal Care",.,.,.,10,90,top quintile,x,x,x,10,69,bottom quintile,x,x,x,20,73,bottom quintile
10005977,SOUTH DEVON COLLEGE,"Full Level 3+: Arts, Media and Publishing",x,x,x,30,81,second quintile,.,.,.,20,87,fourth quintile,x,x,x,30,77,second quintile
10005977,SOUTH DEVON COLLEGE,"Full Level 3+: Business, Administration and Law",x,x,x,90,92,fourth quintile,x,x,x,60,93,fourth quintile,x,x,x,60,89,fourth quintile
10005977,SOUTH DEVON COLLEGE,"Full Level 3+: Construction, Planning and the Built Environment",x,x,x,20,67,bottom quintile,x,x,x,10,70,bottom quintile,.,.,.,20,61,bottom quintile
10005977,SOUTH DEVON COLLEGE,Full Level 3+: Education and Training,x,x,x,70,91,third quintile,x,x,x,50,82,bottom quintile,x,x,x,40,82,second quintile
10005977,SOUTH DEVON COLLEGE,Full Level 3+: Engineering and Manufacturing Technologies,x,x,x,20,76,bottom quintile,.,.,.,20,81,second quintile,.,.,.,10,92,fourth quintile
10005977,SOUTH DEVON COLLEGE,"Full Level 3+: Health, Public Services and Care",x,x,x,40,83,second quintile,.,.,.,10,92,fourth quintile,.,.,.,20,84,third quintile
10005977,SOUTH DEVON COLLEGE,Full Level 3+: Information and Communication Technology,x,x,x,10,91,top quintile,x,x,x,20,87,fourth quintile,x,x,x,x,x,x
10005977,SOUTH DEVON COLLEGE,"Full Level 3+: Leisure, Travel and Tourism",.,.,.,x,x,x,.,.,.,10,100,top quintile,x,x,x,30,85,fourth quintile
10005977,SOUTH DEVON COLLEGE,Full Level 3+: Retail and Commercial Enterprise,x,x,x,60,77,fourth quintile,x,x,x,60,84,top quintile,x,x,x,30,68,second quintile
10005977,SOUTH DEVON COLLEGE,Access to HE,x,x,x,70,91,third quintile,x,x,x,100,92,fourth quintile,x,x,x,100,91,third quintile
10005977,SOUTH DEVON COLLEGE,Other Level 3,x,x,x,120,92,fourth quintile,x,x,x,20,84,fourth quintile,.,.,.,30,86,fourth quintile
10005977,SOUTH DEVON COLLEGE,"Intermediate Apprenticeships: Business, Administration and Law",x,x,x,80,97,top quintile,x,x,x,90,95,top quintile,x,x,x,100,93,fourth quintile
10005977,SOUTH DEVON COLLEGE,"Intermediate Apprenticeships: Construction, Planning and the Built Environment",x,x,x,30,69,bottom quintile,.,.,.,20,94,top quintile,x,x,x,30,77,second quintile
10005977,SOUTH DEVON COLLEGE,Intermediate Apprenticeships: Engineering and Manufacturing Technologies,x,x,x,50,94,third quintile,.,.,.,50,94,third quintile,x,x,x,50,96,fourth quintile
10005977,SOUTH DEVON COLLEGE,"Intermediate Apprenticeships: Health, Public Services and Care",.,.,.,10,83,bottom quintile,.,.,.,.,.,.,.,.,.,20,100,top quintile
10005977,SOUTH DEVON COLLEGE,"Intermediate Apprenticeships: Leisure, Travel and Tourism",.,.,.,.,.,.,.,.,.,x,x,x,.,.,.,10,90,third quintile
10005977,SOUTH DEVON COLLEGE,Intermediate Apprenticeships: Retail and Commercial Enterprise,.,.,.,60,87,bottom quintile,.,.,.,60,86,bottom quintile,x,x,x,40,88,second quintile
10005977,SOUTH DEVON COLLEGE,"Full Level 2: Agriculture, Horticulture and Animal Care",.,.,.,x,x,x,x,x,x,10,100,top quintile,x,x,x,x,x,x
10005977,SOUTH DEVON COLLEGE,"Full Level 2: Business, Administration and Law",x,x,x,80,99,top quintile,x,x,x,60,94,top quintile,x,x,x,50,92,fourth quintile
10005977,SOUTH DEVON COLLEGE,"Full Level 2: Construction, Planning and the Built Environment",x,x,x,20,95,top quintile,x,x,x,50,83,third quintile,x,x,x,50,88,top quintile
10005977,SOUTH DEVON COLLEGE,Full Level 2: Engineering and Manufacturing Technologies,x,x,x,30,100,top quintile,x,x,x,70,85,third quintile,x,x,x,30,88,fourth quintile
10005977,SOUTH DEVON COLLEGE,"Full Level 2: Health, Public Services and Care",10,73,top quintile,100,84,bottom quintile,x,x,x,100,88,bottom quintile,x,x,x,90,91,third quintile
10005977,SOUTH DEVON COLLEGE,Full Level 2: Information and Communication Technology,x,x,x,10,69,bottom quintile,x,x,x,10,82,fourth quintile,x,x,x,x,x,x
10005977,SOUTH DEVON COLLEGE,"Full Level 2: Languages, Literature and Culture",x,x,x,.,.,.,x,x,x,20,82,second quintile,.,.,.,x,x,x
10005977,SOUTH DEVON COLLEGE,"Full Level 2: Leisure, Travel and Tourism",x,x,x,100,90,fourth quintile,x,x,x,50,92,fourth quintile,.,.,.,20,100,top quintile
10005977,SOUTH DEVON COLLEGE,Full Level 2: Preparation for Life and Work,x,x,x,30,84,bottom quintile,.,.,.,50,93,top quintile,.,.,.,20,94,fourth quintile
10005977,SOUTH DEVON COLLEGE,Full Level 2: Retail and Commercial Enterprise,x,x,x,90,74,second quintile,x,x,x,50,82,fourth quintile,x,x,x,70,70,second quintile
10005977,SOUTH DEVON COLLEGE,Full Level 2: Science and Mathematics,x,x,x,30,100,top quintile,.,.,.,40,94,top quintile,.,.,.,30,83,bottom quintile
10005977,SOUTH DEVON COLLEGE,Traineeships,.,.,.,x,x,x,.,.,.,20,96,top quintile,.,.,.,10,80,fourth quintile
10005977,SOUTH DEVON COLLEGE,English & Maths,20,59,fourth quintile,290,85,top quintile,x,x,x,250,80,fourth quintile,10,60,fourth quintile,150,81,fourth quintile
10005977,SOUTH DEVON COLLEGE,Other provision below Full Level 2,160,60,top quintile,1770,80,fourth quintile,90,58,top quintile,410,88,top quintile,120,58,fourth quintile,270,82,top quintile
10005979,SOUTH DOWNS COLLEGE,LLDD learner,110,50,fourth quintile,620,71,fourth quintile,70,48,fourth quintile,530,71,fourth quintile,30,42,second quintile,300,62,second quintile
10005979,SOUTH DOWNS COLLEGE,"Advanced and Higher Apprenticeships: Business, Administration and Law",.,.,.,x,x,x,.,.,.,10,100,top quintile,.,.,.,x,x,x
10005979,SOUTH DOWNS COLLEGE,"Full Level 3+: Agriculture, Horticulture and Animal Care",x,x,x,20,88,fourth quintile,x,x,x,10,70,bottom quintile,.,.,.,10,90,top quintile
10005979,SOUTH DOWNS COLLEGE,"Full Level 3+: Arts, Media and Publishing",.,.,.,20,100,top quintile,.,.,.,20,71,bottom quintile,.,.,.,20,94,top quintile
10005979,SOUTH DOWNS COLLEGE,"Full Level 3+: Business, Administration and Law",x,x,x,60,90,third quintile,x,x,x,50,91,fourth quintile,.,.,.,30,93,fourth quintile
10005979,SOUTH DOWNS COLLEGE,Full Level 3+: Education and Training,.,.,.,30,94,third quintile,x,x,x,10,100,top quintile,.,.,.,10,91,fourth quintile
10005979,SOUTH DOWNS COLLEGE,Full Level 3+: Engineering and Manufacturing Technologies,.,.,.,10,100,top quintile,.,.,.,x,x,x,.,.,.,x,x,x
10005979,SOUTH DOWNS COLLEGE,"Full Level 3+: Health, Public Services and Care",.,.,.,10,92,fourth quintile,.,.,.,20,90,fourth quintile,.,.,.,x,x,x
10005979,SOUTH DOWNS COLLEGE,"Full Level 3+: Leisure, Travel and Tourism",.,.,.,x,x,x,x,x,x,10,83,third quintile,.,.,.,x,x,x
10005979,SOUTH DOWNS COLLEGE,Full Level 3+: Retail and Commercial Enterprise,.,.,.,10,57,bottom quintile,.,.,.,x,x,x,.,.,.,x,x,x
10005979,SOUTH DOWNS COLLEGE,Access to HE,x,x,x,90,97,top quintile,x,x,x,90,97,top quintile,x,x,x,100,92,fourth quintile
10005979,SOUTH DOWNS COLLEGE,Other Level 3,.,.,.,30,96,top quintile,.,.,.,x,x,x,.,.,.,x,x,x
10005979,SOUTH DOWNS COLLEGE,"Full Level 2: Agriculture, Horticulture and Animal Care",.,.,.,.,.,.,.,.,.,40,89,top quintile,.,.,.,.,.,.
10005979,SOUTH DOWNS COLLEGE,"Full Level 2: Arts, Media and Publishing",.,.,.,x,x,x,.,.,.,10,90,top quintile,.,.,.,10,67,second quintile
10005979,SOUTH DOWNS COLLEGE,"Full Level 2: Business, Administration and Law",40,61,third quintile,40,88,third quintile,10,71,top quintile,110,94,top quintile,40,39,bottom quintile,100,87,second quintile
10005979,SOUTH DOWNS COLLEGE,Full Level 2: Education and Training,.,.,.,10,92,top quintile,x,x,x,x,x,x,.,.,.,x,x,x
10005979,SOUTH DOWNS COLLEGE,Full Level 2: Engineering and Manufacturing Technologies,.,.,.,.,.,.,x,x,x,40,87,third quintile,.,.,.,x,x,x
10005979,SOUTH DOWNS COLLEGE,"Full Level 2: Health, Public Services and Care",30,59,second quintile,10,50,bottom quintile,x,x,x,20,95,top quintile,x,x,x,20,83,bottom quintile
10005979,SOUTH DOWNS COLLEGE,Full Level 2: Information and Communication Technology,x,x,x,10,75,third quintile,.,.,.,.,.,.,.,.,.,.,.,.
10005979,SOUTH DOWNS COLLEGE,"Full Level 2: Languages, Literature and Culture",x,x,x,40,88,third quintile,x,x,x,40,83,second quintile,x,x,x,40,90,fourth quintile
10005979,SOUTH DOWNS COLLEGE,"Full Level 2: Leisure, Travel and Tourism",x,x,x,10,85,second quintile,.,.,.,10,80,bottom quintile,.,.,.,x,x,x
10005979,SOUTH DOWNS COLLEGE,Full Level 2: Preparation for Life and Work,10,100,top quintile,110,94,top quintile,20,88,top quintile,500,89,second quintile,x,x,x,30,97,top quintile
10005979,SOUTH DOWNS COLLEGE,Full Level 2: Retail and Commercial Enterprise,x,x,x,30,50,bottom quintile,x,x,x,20,56,bottom quintile,x,x,x,20,50,bottom quintile
10005979,SOUTH DOWNS COLLEGE,Full Level 2: Science and Mathematics,x,x,x,80,88,third quintile,x,x,x,100,92,top quintile,x,x,x,130,88,third quintile
10005979,SOUTH DOWNS COLLEGE,English & Maths,30,54,third quintile,230,76,third quintile,20,56,third quintile,100,73,second quintile,20,53,third quintile,180,59,bottom quintile
10005979,SOUTH DOWNS COLLEGE,English for Speakers of Other Languages (ESOL),30,60,fourth quintile,130,71,fourth quintile,40,46,bottom quintile,160,78,top quintile,10,70,top quintile,x,x,x
10005979,SOUTH DOWNS COLLEGE,Other provision below Full Level 2,80,57,top quintile,310,85,top quintile,x,x,x,240,73,second quintile,30,68,top quintile,230,70,second quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,LLDD learner,230,54,top quintile,760,79,top quintile,100,60,top quintile,640,75,fourth quintile,100,58,top quintile,540,75,fourth quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,"Advanced and Higher Apprenticeships: Agriculture, Horticulture and Animal Care",.,.,.,10,100,top quintile,.,.,.,10,91,fourth quintile,.,.,.,x,x,x
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,"Advanced and Higher Apprenticeships: Arts, Media and Publishing",.,.,.,x,x,x,.,.,.,.,.,.,.,.,.,10,90,second quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,"Advanced and Higher Apprenticeships: Business, Administration and Law",.,.,.,90,89,bottom quintile,x,x,x,50,94,third quintile,x,x,x,40,92,third quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,Advanced and Higher Apprenticeships: Education and Training,.,.,.,10,100,top quintile,.,.,.,x,x,x,.,.,.,x,x,x
