UKPRN,Provider Name,Learner Category,Completions 13/14 BL,Sustained Positive Destination Rate 13/14 BL,Quintile 13/14 BL,Completions 13/14 All,Sustained Positive Destination Rate 13/14 All,Quintile 13/14 All,Completions 14/15 BL,Sustained Positive Destination Rate 14/15 BL,Quintile 14/15 BL,Completions 14/15 All,Sustained Positive Destination Rate 14/15 All,Quintile 14/15 All,Completions 15/16 BL,Sustained Positive Destination Rate 15/16 BL,Quintile 15/16 BL,Completions 15/16 All,Sustained Positive Destination Rate 15/16 All,Quintile 15/16 All
10000093,ACCRINGTON AND ROSSENDALE COLLEGE,"Intermediate Apprenticeships: Health, Public Services and Care",.,.,.,10,80,bottom quintile,.,.,.,x,x,x,.,.,.,x,x,x
10000093,ACCRINGTON AND ROSSENDALE COLLEGE,"Intermediate Apprenticeships: Leisure, Travel and Tourism",.,.,.,20,94,top quintile,.,.,.,x,x,x,.,.,.,20,94,top quintile
10000093,ACCRINGTON AND ROSSENDALE COLLEGE,Intermediate Apprenticeships: Retail and Commercial Enterprise,.,.,.,50,93,fourth quintile,.,.,.,x,x,x,.,.,.,70,93,top quintile
10000093,ACCRINGTON AND ROSSENDALE COLLEGE,"Full Level 2: Arts, Media and Publishing",x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,20,80,third quintile
10000093,ACCRINGTON AND ROSSENDALE COLLEGE,"Full Level 2: Business, Administration and Law",150,67,fourth quintile,130,75,bottom quintile,10,50,bottom quintile,40,87,third quintile,x,x,x,30,81,bottom quintile
10000093,ACCRINGTON AND ROSSENDALE COLLEGE,"Full Level 2: Construction, Planning and the Built Environment",x,x,x,20,73,bottom quintile,x,x,x,10,77,second quintile,x,x,x,20,87,top quintile
10000093,ACCRINGTON AND ROSSENDALE COLLEGE,Full Level 2: Education and Training,x,x,x,40,74,bottom quintile,x,x,x,30,79,second quintile,.,.,.,20,88,fourth quintile
10000093,ACCRINGTON AND ROSSENDALE COLLEGE,Full Level 2: Engineering and Manufacturing Technologies,20,76,top quintile,90,78,second quintile,.,.,.,20,85,third quintile,x,x,x,10,90,top quintile
10000093,ACCRINGTON AND ROSSENDALE COLLEGE,"Full Level 2: Health, Public Services and Care",x,x,x,90,89,bottom quintile,10,73,fourth quintile,30,86,bottom quintile,30,60,second quintile,100,62,bottom quintile
10000093,ACCRINGTON AND ROSSENDALE COLLEGE,Full Level 2: Information and Communication Technology,x,x,x,20,81,third quintile,x,x,x,30,97,top quintile,x,x,x,20,85,fourth quintile
10000093,ACCRINGTON AND ROSSENDALE COLLEGE,"Full Level 2: Languages, Literature and Culture",x,x,x,20,73,bottom quintile,.,.,.,x,x,x,.,.,.,10,86,third quintile
10000093,ACCRINGTON AND ROSSENDALE COLLEGE,"Full Level 2: Leisure, Travel and Tourism",10,82,fourth quintile,140,94,top quintile,.,.,.,20,89,third quintile,x,x,x,40,81,bottom quintile
10000093,ACCRINGTON AND ROSSENDALE COLLEGE,Full Level 2: Retail and Commercial Enterprise,80,47,bottom quintile,130,81,third quintile,120,34,bottom quintile,110,73,second quintile,70,48,second quintile,70,76,third quintile
10000093,ACCRINGTON AND ROSSENDALE COLLEGE,Full Level 2: Science and Mathematics,x,x,x,40,93,top quintile,x,x,x,30,94,top quintile,x,x,x,40,89,fourth quintile
10000093,ACCRINGTON AND ROSSENDALE COLLEGE,English & Maths,30,37,bottom quintile,220,77,third quintile,10,64,top quintile,120,74,second quintile,10,45,bottom quintile,140,79,fourth quintile
10000093,ACCRINGTON AND ROSSENDALE COLLEGE,English for Speakers of Other Languages (ESOL),.,.,.,.,.,.,.,.,.,10,86,top quintile,.,.,.,.,.,.
10000093,ACCRINGTON AND ROSSENDALE COLLEGE,Other provision below Full Level 2,910,51,second quintile,840,62,bottom quintile,490,50,second quintile,560,54,bottom quintile,330,55,fourth quintile,350,53,bottom quintile
10019431,ACHIEVE THROUGH LEARNING LIMITED,LLDD learner,10,21,bottom quintile,20,54,bottom quintile,20,41,second quintile,20,95,top quintile,x,x,x,20,100,top quintile
10019431,ACHIEVE THROUGH LEARNING LIMITED,"Advanced and Higher Apprenticeships: Business, Administration and Law",.,.,.,.,.,.,.,.,.,.,.,.,x,x,x,20,100,top quintile
10019431,ACHIEVE THROUGH LEARNING LIMITED,Intermediate Apprenticeships: Engineering and Manufacturing Technologies,.,.,.,410,93,second quintile,.,.,.,240,91,bottom quintile,.,.,.,220,95,fourth quintile
10019431,ACHIEVE THROUGH LEARNING LIMITED,Intermediate Apprenticeships: Retail and Commercial Enterprise,.,.,.,x,x,x,.,.,.,170,93,fourth quintile,.,.,.,160,97,top quintile
10019431,ACHIEVE THROUGH LEARNING LIMITED,"Full Level 2: Business, Administration and Law",x,x,x,x,x,x,40,52,second quintile,x,x,x,.,.,.,.,.,.
10019431,ACHIEVE THROUGH LEARNING LIMITED,"Full Level 2: Construction, Planning and the Built Environment",x,x,x,110,95,top quintile,.,.,.,60,97,top quintile,.,.,.,.,.,.
10019431,ACHIEVE THROUGH LEARNING LIMITED,Full Level 2: Engineering and Manufacturing Technologies,.,.,.,100,95,top quintile,.,.,.,60,92,top quintile,.,.,.,60,91,top quintile
10019431,ACHIEVE THROUGH LEARNING LIMITED,Full Level 2: Information and Communication Technology,x,x,x,x,x,x,10,42,bottom quintile,x,x,x,.,.,.,.,.,.
10019431,ACHIEVE THROUGH LEARNING LIMITED,Full Level 2: Retail and Commercial Enterprise,.,.,.,.,.,.,.,.,.,.,.,.,40,46,bottom quintile,30,81,fourth quintile
10019431,ACHIEVE THROUGH LEARNING LIMITED,Other provision below Full Level 2,50,55,fourth quintile,x,x,x,70,54,fourth quintile,20,40,bottom quintile,100,24,bottom quintile,x,x,x
10000099,ACHIEVEMENT TRAINING LIMITED,LLDD learner,250,54,top quintile,210,64,third quintile,110,50,fourth quintile,230,68,third quintile,110,50,fourth quintile,210,63,second quintile
10000099,ACHIEVEMENT TRAINING LIMITED,"Advanced and Higher Apprenticeships: Business, Administration and Law",.,.,.,20,94,third quintile,.,.,.,10,91,bottom quintile,x,x,x,10,100,top quintile
10000099,ACHIEVEMENT TRAINING LIMITED,"Advanced and Higher Apprenticeships: Health, Public Services and Care",.,.,.,50,96,top quintile,.,.,.,50,96,top quintile,.,.,.,30,100,top quintile
10000099,ACHIEVEMENT TRAINING LIMITED,Advanced and Higher Apprenticeships: Information and Communication Technology,.,.,.,20,100,top quintile,.,.,.,10,91,second quintile,x,x,x,10,85,bottom quintile
10000099,ACHIEVEMENT TRAINING LIMITED,Full Level 3+: Education and Training,.,.,.,10,86,second quintile,.,.,.,20,87,second quintile,x,x,x,30,90,fourth quintile
10000099,ACHIEVEMENT TRAINING LIMITED,"Full Level 3+: Health, Public Services and Care",.,.,.,20,91,fourth quintile,.,.,.,50,96,top quintile,x,x,x,60,89,fourth quintile
10000099,ACHIEVEMENT TRAINING LIMITED,Full Level 3+: Retail and Commercial Enterprise,x,x,x,10,83,top quintile,.,.,.,x,x,x,x,x,x,x,x,x
10000099,ACHIEVEMENT TRAINING LIMITED,"Intermediate Apprenticeships: Business, Administration and Law",x,x,x,x,x,x,x,x,x,20,88,bottom quintile,x,x,x,30,92,fourth quintile
10000099,ACHIEVEMENT TRAINING LIMITED,"Intermediate Apprenticeships: Health, Public Services and Care",x,x,x,40,88,bottom quintile,x,x,x,50,92,second quintile,.,.,.,40,93,fourth quintile
10000099,ACHIEVEMENT TRAINING LIMITED,"Full Level 2: Agriculture, Horticulture and Animal Care",x,x,x,20,71,bottom quintile,x,x,x,x,x,x,.,.,.,x,x,x
10000099,ACHIEVEMENT TRAINING LIMITED,"Full Level 2: Business, Administration and Law",x,x,x,.,.,.,.,.,.,x,x,x,.,.,.,10,100,top quintile
10000099,ACHIEVEMENT TRAINING LIMITED,Full Level 2: Education and Training,x,x,x,20,96,top quintile,x,x,x,20,75,second quintile,x,x,x,20,83,third quintile
10000099,ACHIEVEMENT TRAINING LIMITED,"Full Level 2: Health, Public Services and Care",20,83,top quintile,30,81,bottom quintile,x,x,x,10,62,bottom quintile,x,x,x,10,60,bottom quintile
10000099,ACHIEVEMENT TRAINING LIMITED,Full Level 2: Information and Communication Technology,20,76,top quintile,x,x,x,10,83,top quintile,10,40,bottom quintile,x,x,x,x,x,x
10000099,ACHIEVEMENT TRAINING LIMITED,Full Level 2: Retail and Commercial Enterprise,.,.,.,x,x,x,x,x,x,10,62,bottom quintile,.,.,.,x,x,x
10000099,ACHIEVEMENT TRAINING LIMITED,Full Level 2: Science and Mathematics,.,.,.,.,.,.,x,x,x,10,90,fourth quintile,.,.,.,x,x,x
10000099,ACHIEVEMENT TRAINING LIMITED,English & Maths,20,76,top quintile,40,78,third quintile,x,x,x,40,74,second quintile,.,.,.,20,88,top quintile
10000099,ACHIEVEMENT TRAINING LIMITED,Other provision below Full Level 2,480,62,top quintile,50,60,bottom quintile,80,57,fourth quintile,20,20,bottom quintile,30,34,bottom quintile,x,x,x
10000108,ACORN TRAINING CONSULTANTS LIMITED,Traineeships,.,.,.,.,.,.,x,x,x,x,x,x,.,.,.,10,80,fourth quintile
10019237,ACTIVATE COMMUNITY AND EDUCATION SERVICES,LLDD learner,x,x,x,20,81,top quintile,x,x,x,20,32,bottom quintile,x,x,x,20,17,bottom quintile
10004927,ACTIVATE LEARNING,LLDD learner,100,55,top quintile,650,80,top quintile,70,61,top quintile,760,78,top quintile,30,77,top quintile,640,81,top quintile
10004927,ACTIVATE LEARNING,"Advanced and Higher Apprenticeships: Business, Administration and Law",.,.,.,70,97,top quintile,.,.,.,200,92,second quintile,.,.,.,20,89,bottom quintile
10004927,ACTIVATE LEARNING,"Advanced and Higher Apprenticeships: Construction, Planning and the Built Environment",.,.,.,20,95,top quintile,.,.,.,10,83,bottom quintile,.,.,.,x,x,x
10004927,ACTIVATE LEARNING,Advanced and Higher Apprenticeships: Education and Training,.,.,.,20,100,top quintile,.,.,.,10,100,top quintile,.,.,.,x,x,x
10004927,ACTIVATE LEARNING,Advanced and Higher Apprenticeships: Engineering and Manufacturing Technologies,.,.,.,50,92,third quintile,x,x,x,80,91,second quintile,.,.,.,50,84,bottom quintile
10004927,ACTIVATE LEARNING,"Advanced and Higher Apprenticeships: Health, Public Services and Care",.,.,.,40,95,fourth quintile,.,.,.,30,96,top quintile,.,.,.,10,90,second quintile
10004927,ACTIVATE LEARNING,Advanced and Higher Apprenticeships: Information and Communication Technology,.,.,.,20,91,third quintile,.,.,.,40,100,top quintile,.,.,.,20,84,bottom quintile
10004927,ACTIVATE LEARNING,"Advanced and Higher Apprenticeships: Leisure, Travel and Tourism",x,x,x,20,100,top quintile,.,.,.,30,84,second quintile,.,.,.,60,85,second quintile
10004927,ACTIVATE LEARNING,Advanced and Higher Apprenticeships: Retail and Commercial Enterprise,.,.,.,30,93,top quintile,.,.,.,20,96,top quintile,.,.,.,30,88,second quintile
10004927,ACTIVATE LEARNING,"Full Level 3+: Arts, Media and Publishing",x,x,x,80,78,second quintile,x,x,x,80,91,top quintile,.,.,.,50,86,fourth quintile
10004927,ACTIVATE LEARNING,"Full Level 3+: Business, Administration and Law",x,x,x,70,87,second quintile,x,x,x,50,94,top quintile,x,x,x,60,92,fourth quintile
10004927,ACTIVATE LEARNING,Full Level 3+: Education and Training,.,.,.,x,x,x,x,x,x,30,92,fourth quintile,x,x,x,20,95,top quintile
10004927,ACTIVATE LEARNING,Full Level 3+: Engineering and Manufacturing Technologies,.,.,.,30,91,fourth quintile,x,x,x,30,90,fourth quintile,.,.,.,30,93,top quintile
10004927,ACTIVATE LEARNING,"Full Level 3+: Health, Public Services and Care",.,.,.,70,92,fourth quintile,x,x,x,80,94,top quintile,.,.,.,30,75,bottom quintile
10004927,ACTIVATE LEARNING,Full Level 3+: Information and Communication Technology,.,.,.,20,83,third quintile,x,x,x,40,83,third quintile,.,.,.,30,85,fourth quintile
10004927,ACTIVATE LEARNING,"Full Level 3+: Leisure, Travel and Tourism",x,x,x,50,93,top quintile,.,.,.,30,89,top quintile,x,x,x,20,88,fourth quintile
10004927,ACTIVATE LEARNING,Full Level 3+: Retail and Commercial Enterprise,x,x,x,50,82,top quintile,.,.,.,40,81,top quintile,.,.,.,30,67,second quintile
10004927,ACTIVATE LEARNING,Full Level 3+: Science and Mathematics,.,.,.,30,90,third quintile,.,.,.,30,92,fourth quintile,.,.,.,20,86,third quintile
10004927,ACTIVATE LEARNING,Access to HE,20,100,top quintile,370,91,third quintile,x,x,x,360,94,fourth quintile,x,x,x,340,90,second quintile
10004927,ACTIVATE LEARNING,Other Level 3,x,x,x,110,95,top quintile,.,.,.,x,x,x,.,.,.,x,x,x
10004927,ACTIVATE LEARNING,"Intermediate Apprenticeships: Business, Administration and Law",.,.,.,70,97,top quintile,.,.,.,40,98,top quintile,.,.,.,40,95,top quintile
10004927,ACTIVATE LEARNING,"Intermediate Apprenticeships: Construction, Planning and the Built Environment",.,.,.,30,90,third quintile,.,.,.,20,89,second quintile,.,.,.,20,88,third quintile
10004927,ACTIVATE LEARNING,Intermediate Apprenticeships: Engineering and Manufacturing Technologies,.,.,.,60,93,second quintile,.,.,.,40,85,bottom quintile,.,.,.,90,94,third quintile
10004927,ACTIVATE LEARNING,"Intermediate Apprenticeships: Health, Public Services and Care",.,.,.,30,88,bottom quintile,.,.,.,x,x,x,.,.,.,10,100,top quintile
10004927,ACTIVATE LEARNING,"Intermediate Apprenticeships: Leisure, Travel and Tourism",.,.,.,40,77,bottom quintile,.,.,.,20,83,bottom quintile,.,.,.,30,90,third quintile
10004927,ACTIVATE LEARNING,Intermediate Apprenticeships: Retail and Commercial Enterprise,x,x,x,70,90,second quintile,x,x,x,80,96,top quintile,.,.,.,60,90,fourth quintile
10004927,ACTIVATE LEARNING,"Full Level 2: Arts, Media and Publishing",x,x,x,10,70,second quintile,.,.,.,x,x,x,.,.,.,x,x,x
10004927,ACTIVATE LEARNING,"Full Level 2: Business, Administration and Law",x,x,x,110,87,third quintile,x,x,x,120,92,fourth quintile,x,x,x,80,89,third quintile
10004927,ACTIVATE LEARNING,"Full Level 2: Construction, Planning and the Built Environment",x,x,x,30,91,top quintile,x,x,x,20,75,second quintile,x,x,x,30,86,top quintile
10004927,ACTIVATE LEARNING,Full Level 2: Engineering and Manufacturing Technologies,x,x,x,20,88,fourth quintile,.,.,.,70,83,third quintile,.,.,.,40,90,top quintile
10004927,ACTIVATE LEARNING,"Full Level 2: Health, Public Services and Care",x,x,x,190,92,third quintile,x,x,x,60,93,fourth quintile,.,.,.,10,90,second quintile
10004927,ACTIVATE LEARNING,Full Level 2: Information and Communication Technology,x,x,x,x,x,x,x,x,x,100,89,top quintile,.,.,.,40,89,top quintile
10004927,ACTIVATE LEARNING,"Full Level 2: Languages, Literature and Culture",x,x,x,60,91,top quintile,x,x,x,30,87,third quintile,.,.,.,30,91,fourth quintile
10004927,ACTIVATE LEARNING,"Full Level 2: Leisure, Travel and Tourism",.,.,.,20,73,bottom quintile,.,.,.,20,81,second quintile,.,.,.,x,x,x
10004927,ACTIVATE LEARNING,Full Level 2: Preparation for Life and Work,x,x,x,20,64,bottom quintile,x,x,x,40,94,top quintile,.,.,.,40,92,third quintile
10004927,ACTIVATE LEARNING,Full Level 2: Retail and Commercial Enterprise,x,x,x,100,86,top quintile,x,x,x,40,91,top quintile,x,x,x,50,88,top quintile
10004927,ACTIVATE LEARNING,Full Level 2: Science and Mathematics,x,x,x,90,86,second quintile,x,x,x,150,88,third quintile,x,x,x,170,91,fourth quintile
10004927,ACTIVATE LEARNING,Traineeships,x,x,x,x,x,x,.,.,.,30,61,second quintile,x,x,x,10,64,third quintile
10004927,ACTIVATE LEARNING,English & Maths,80,58,fourth quintile,1050,84,fourth quintile,20,67,top quintile,510,86,top quintile,10,54,third quintile,320,79,fourth quintile
10004927,ACTIVATE LEARNING,English for Speakers of Other Languages (ESOL),80,65,top quintile,520,76,fourth quintile,40,45,bottom quintile,160,65,third quintile,10,38,bottom quintile,60,63,third quintile
10004927,ACTIVATE LEARNING,Other provision below Full Level 2,140,59,top quintile,260,88,top quintile,70,68,top quintile,610,77,third quintile,30,57,fourth quintile,580,76,third quintile
10000124,ACTON TRAINING CENTRE LIMITED,"Advanced and Higher Apprenticeships: Health, Public Services and Care",x,x,x,30,91,bottom quintile,.,.,.,.,.,.,.,.,.,.,.,.
10000124,ACTON TRAINING CENTRE LIMITED,"Intermediate Apprenticeships: Health, Public Services and Care",.,.,.,10,71,bottom quintile,.,.,.,.,.,.,.,.,.,.,.,.
10019155,ADVANCED PERSONNEL MANAGEMENT GROUP (UK) LIMITED,LLDD learner,280,37,bottom quintile,80,37,bottom quintile,400,34,bottom quintile,110,32,bottom quintile,340,29,bottom quintile,120,32,bottom quintile
10019155,ADVANCED PERSONNEL MANAGEMENT GROUP (UK) LIMITED,"Advanced and Higher Apprenticeships: Business, Administration and Law",x,x,x,30,75,bottom quintile,.,.,.,20,91,bottom quintile,.,.,.,20,87,bottom quintile
10019155,ADVANCED PERSONNEL MANAGEMENT GROUP (UK) LIMITED,"Advanced and Higher Apprenticeships: Health, Public Services and Care",.,.,.,20,91,bottom quintile,.,.,.,x,x,x,.,.,.,30,90,second quintile
10019155,ADVANCED PERSONNEL MANAGEMENT GROUP (UK) LIMITED,"Intermediate Apprenticeships: Business, Administration and Law",x,x,x,40,87,bottom quintile,x,x,x,20,87,bottom quintile,.,.,.,10,73,bottom quintile
10019155,ADVANCED PERSONNEL MANAGEMENT GROUP (UK) LIMITED,Intermediate Apprenticeships: Retail and Commercial Enterprise,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,81,bottom quintile
10019155,ADVANCED PERSONNEL MANAGEMENT GROUP (UK) LIMITED,Full Level 2: Information and Communication Technology,130,50,bottom quintile,x,x,x,110,55,bottom quintile,20,13,bottom quintile,90,47,bottom quintile,10,55,bottom quintile
10019155,ADVANCED PERSONNEL MANAGEMENT GROUP (UK) LIMITED,Full Level 2: Retail and Commercial Enterprise,.,.,.,.,.,.,20,56,fourth quintile,.,.,.,x,x,x,x,x,x
10019155,ADVANCED PERSONNEL MANAGEMENT GROUP (UK) LIMITED,Traineeships,x,x,x,.,.,.,80,53,second quintile,x,x,x,x,x,x,.,.,.
10019155,ADVANCED PERSONNEL MANAGEMENT GROUP (UK) LIMITED,English & Maths,170,35,bottom quintile,x,x,x,20,38,bottom quintile,x,x,x,30,46,bottom quintile,40,86,top quintile
10019155,ADVANCED PERSONNEL MANAGEMENT GROUP (UK) LIMITED,Other provision below Full Level 2,580,42,bottom quintile,40,44,bottom quintile,550,41,bottom quintile,40,47,bottom quintile,540,37,bottom quintile,40,38,bottom quintile
10032745,AGE UK TRADING CIC,LLDD learner,170,48,fourth quintile,130,65,third quintile,130,46,third quintile,160,66,third quintile,90,44,third quintile,130,69,third quintile
10032745,AGE UK TRADING CIC,"Advanced and Higher Apprenticeships: Business, Administration and Law",x,x,x,50,94,third quintile,.,.,.,50,94,third quintile,.,.,.,60,91,bottom quintile
10032745,AGE UK TRADING CIC,Advanced and Higher Apprenticeships: Education and Training,x,x,x,x,x,x,.,.,.,10,100,top quintile,.,.,.,x,x,x
10032745,AGE UK TRADING CIC,"Advanced and Higher Apprenticeships: Health, Public Services and Care",.,.,.,320,97,top quintile,x,x,x,270,93,third quintile,x,x,x,240,92,fourth quintile
10032745,AGE UK TRADING CIC,Advanced and Higher Apprenticeships: Retail and Commercial Enterprise,.,.,.,x,x,x,.,.,.,x,x,x,.,.,.,20,87,second quintile
10032745,AGE UK TRADING CIC,"Full Level 3+: Health, Public Services and Care",.,.,.,10,92,fourth quintile,x,x,x,30,88,third quintile,.,.,.,x,x,x
10032745,AGE UK TRADING CIC,"Intermediate Apprenticeships: Business, Administration and Law",x,x,x,80,95,fourth quintile,x,x,x,90,93,fourth quintile,x,x,x,50,86,bottom quintile
10032745,AGE UK TRADING CIC,"Intermediate Apprenticeships: Health, Public Services and Care",10,77,second quintile,430,89,bottom quintile,10,73,bottom quintile,350,90,second quintile,10,83,third quintile,240,93,fourth quintile
10032745,AGE UK TRADING CIC,Intermediate Apprenticeships: Information and Communication Technology,x,x,x,x,x,x,.,.,.,10,90,bottom quintile,.,.,.,x,x,x
10032745,AGE UK TRADING CIC,Intermediate Apprenticeships: Retail and Commercial Enterprise,x,x,x,x,x,x,x,x,x,10,64,bottom quintile,x,x,x,40,86,second quintile
10032745,AGE UK TRADING CIC,"Full Level 2: Business, Administration and Law",90,60,third quintile,10,64,bottom quintile,x,x,x,x,x,x,x,x,x,.,.,.
10032745,AGE UK TRADING CIC,"Full Level 2: Health, Public Services and Care",160,56,bottom quintile,80,66,bottom quintile,140,51,bottom quintile,90,56,bottom quintile,30,56,bottom quintile,30,78,bottom quintile
10032745,AGE UK TRADING CIC,Full Level 2: Retail and Commercial Enterprise,10,50,second quintile,.,.,.,.,.,.,x,x,x,.,.,.,x,x,x
10032745,AGE UK TRADING CIC,Traineeships,10,85,top quintile,70,80,fourth quintile,20,88,top quintile,60,80,fourth quintile,20,71,top quintile,50,70,fourth quintile
10032745,AGE UK TRADING CIC,English & Maths,220,43,bottom quintile,180,82,fourth quintile,150,47,second quintile,240,71,bottom quintile,60,66,top quintile,70,72,second quintile
10032745,AGE UK TRADING CIC,English for Speakers of Other Languages (ESOL),10,45,bottom quintile,x,x,x,.,.,.,.,.,.,.,.,.,.,.,.
10032745,AGE UK TRADING CIC,Other provision below Full Level 2,510,58,top quintile,90,56,bottom quintile,210,48,bottom quintile,70,55,bottom quintile,100,58,top quintile,20,40,bottom quintile
10036303,AGILISYS LIMITED,"Advanced and Higher Apprenticeships: Arts, Media and Publishing",x,x,x,30,88,bottom quintile,.,.,.,x,x,x,.,.,.,.,.,.
10036303,AGILISYS LIMITED,"Advanced and Higher Apprenticeships: Business, Administration and Law",.,.,.,x,x,x,x,x,x,40,92,second quintile,.,.,.,.,.,.
10036303,AGILISYS LIMITED,Advanced and Higher Apprenticeships: Information and Communication Technology,x,x,x,x,x,x,x,x,x,30,93,fourth quintile,.,.,.,.,.,.
10036303,AGILISYS LIMITED,"Intermediate Apprenticeships: Business, Administration and Law",.,.,.,x,x,x,.,.,.,10,82,bottom quintile,.,.,.,.,.,.
10000201,ALDER TRAINING LIMITED,LLDD learner,x,x,x,90,89,top quintile,x,x,x,80,88,top quintile,.,.,.,60,82,top quintile
10000201,ALDER TRAINING LIMITED,"Advanced and Higher Apprenticeships: Business, Administration and Law",.,.,.,50,91,second quintile,.,.,.,40,97,top quintile,.,.,.,20,100,top quintile
10000201,ALDER TRAINING LIMITED,"Advanced and Higher Apprenticeships: Health, Public Services and Care",.,.,.,210,93,third quintile,x,x,x,150,95,top quintile,.,.,.,140,93,fourth quintile
10000201,ALDER TRAINING LIMITED,"Intermediate Apprenticeships: Business, Administration and Law",.,.,.,50,94,fourth quintile,.,.,.,50,100,top quintile,.,.,.,30,91,second quintile
10000201,ALDER TRAINING LIMITED,"Intermediate Apprenticeships: Health, Public Services and Care",x,x,x,130,90,bottom quintile,x,x,x,100,92,third quintile,x,x,x,100,89,second quintile
10000201,ALDER TRAINING LIMITED,Traineeships,x,x,x,30,82,top quintile,.,.,.,40,82,top quintile,.,.,.,40,90,top quintile
10027693,ALL TRADES TRAINING LIMITED,"Intermediate Apprenticeships: Health, Public Services and Care",.,.,.,.,.,.,.,.,.,10,92,third quintile,.,.,.,.,.,.
10000238,ALLIANCE LEARNING,"Advanced and Higher Apprenticeships: Business, Administration and Law",.,.,.,x,x,x,.,.,.,30,93,third quintile,.,.,.,x,x,x
10000238,ALLIANCE LEARNING,Advanced and Higher Apprenticeships: Engineering and Manufacturing Technologies,.,.,.,30,94,fourth quintile,x,x,x,50,91,second quintile,x,x,x,60,93,third quintile
